year,province,capacity_tons,served_tons,inbound_ton_km,outbound_ton_km,avg_haul_km,utilization,scenario
2020,anhui,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,chongqing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,fujian,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,gansu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,guangdong,10000.0,10000.0,1625253.271763019,1133045.5988909353,162.52532717630191,1.0,citycluster
2020,guangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,guizhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,hainan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,hebei,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,heilongjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,henan,2000.0,2000.0,415599.6251182909,324343.6409431705,207.79981255914544,1.0,citycluster
2020,hubei,4000.0,4000.0000000000005,1541572.2660957426,663665.9234494161,385.3930665239356,1.0000000000000002,citycluster
2020,hunan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,inner mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,jiangsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,jiangxi,50000.0,2844.9045514025006,1269451.1340283903,291063.27129677805,446.21923551093045,0.05689809102805001,citycluster
2020,jilin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,liaoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ningxia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,qinghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,shaanxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,shanxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,sichuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,tianjin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,tibet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,xinjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,yunnan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,zhejiang,64680.0,7795.9542226005005,2860818.1610468393,602936.1316365966,366.9618983591921,0.12053114135127552,citycluster
2021,anhui,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,chongqing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,fujian,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,gansu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,guangdong,40000.0,25096.087585419995,4860923.179621014,2750352.081907208,193.6924695164457,0.6274021896354999,citycluster
2021,guangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,guizhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,hainan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,hebei,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,heilongjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,henan,2000.0,2000.0,275488.0,275488.0,137.744,1.0,citycluster
2021,hubei,100000.0,10362.922537224998,7590543.598035002,1132066.8705872141,732.4713246450274,0.10362922537224999,citycluster
2021,hunan,103792.0,4327.560224825,445104.1628888868,445104.1628888868,102.85337228481579,0.04169454509812895,citycluster
2021,inner mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,jiangsu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,jiangxi,83000.0,4133.555071659999,1603672.7674234193,698030.7080422217,387.96453406858774,0.049801868333253,citycluster
2021,jilin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,liaoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,ningxia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,qinghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,shaanxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,shanxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,sichuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,tianjin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,tibet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,xinjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,yunnan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,zhejiang,64680.0,19041.899444425,6957470.680182376,1507789.2665775488,365.3769257887428,0.2944016611692177,citycluster
2022,anhui,31000.0,13475.284624830003,4750636.713859331,1116006.0843510288,352.54444311370247,0.4346866008009678,citycluster
2022,beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,chongqing,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,fujian,12000.0,6001.1383114065,1461959.265668341,1461959.265668341,243.6136595768109,0.500094859283875,citycluster
2022,gansu,500.0,500.0,5000.0,428103.59735621937,10.0,1.0,citycluster
2022,guangdong,46000.0,39175.64504634855,6068866.558420877,4179956.676775711,154.91427266202828,0.8516444575293164,citycluster
2022,guangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,guizhou,34000.0,3977.8815261591003,1388188.9386069681,346328.10782689136,348.97694400349667,0.11699651547526765,citycluster
2022,hainan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,hebei,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,heilongjiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,henan,10000.0,10000.0,1263181.442328079,1963145.0275283959,126.3181442328079,1.0,citycluster
2022,hubei,110000.0,8090.8287570281,1309830.0034680706,1309830.0034680706,161.8907089499684,0.07355298870025545,citycluster
2022,hunan,108208.0,7247.881690580501,556753.7991087945,556753.7991087945,76.81607162991685,0.06698101517984345,citycluster
2022,inner mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,jiangsu,16000.0,16000.0,2523376.7179569295,1793284.3388471173,157.7110448723081,1.0,citycluster
2022,jiangxi,189000.0,3678.5918976030002,395666.0469793554,395666.0469793554,107.55910358992922,0.019463449193666667,citycluster
2022,jilin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,liaoning,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ningxia,100000.0,1278.05917907905,1058316.662000885,20826.17115854901,828.0654599761898,0.0127805917907905,citycluster
2022,qinghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
